"Titolo","Codice","Tipo","Volume","Autore (Cognome, Nome)","Autore (Cognome, Nome) copy","Autore (Cognome, Nome) copy copy","Anno di pubblicazione","Luogo","Editore","Tags","Fondo","Fondo (from Fondo)","pdf","Immagine","Collocazione","Disclaimer"
"Volontari del PCI di Caravaggio durante lavori edili","10.8.STU.7.C","Fotografia","","Sconosciuto","","","s.d.","Caravaggio","","","Manzoni","Manzoni","","https://res.cloudinary.com/dlygg64d1/image/upload/v1774110046/10.8.STU.7.C_su1vgt.jpg","faldone fotografico funerali di Stuani, fascicolo 7",""
"Particolare di corteo di protesta","10.8.STU.7.D","Fotografia","","Sconosciuto","","","s.d.","s.l.","","","Manzoni","Manzoni","","https://res.cloudinary.com/dlygg64d1/image/upload/v1774110437/10.8.STU.7.D_thq1yu.jpg","faldone fotografico funerali di Stuani, fascicolo 7",""
"Provini riferiti ai funerali di Stuani","10.8.STU.8","Fotografia","","Sconosciuto","","","1976","Caravaggio","","","Manzoni","Manzoni","","https://res.cloudinary.com/dlygg64d1/image/upload/v1774110435/10.8.STU.8_tutxrm.jpg","faldone fotografico funerali di Stuani, fascicolo 8",""
"Voltare pagina","A01.1.SOFVOL","Libro edito","","Sofri, Gianni","","","1979","Torino","Stampatori","","Gallavresi","Gallavresi","","","Biblioteca",""
"Busto di Emilio Gallavresi","A01.11.GAL.1","Scultura e simili","","Sconosciuto","","","s.d.","Caravaggio","","","Gallavresi","Gallavresi","","images/gallavresi/A01.9.BEGSCO.jpeg","Oggetti",""
"Articolo di giornale sul presidio organizzato dal PD contro le cave","A02.5.GIO.1.A","Articolo di giornale","","Giornale di Treviglio","","","s.d.","Treviglio","","","Democratici","Democratici","https://drive.google.com/file/d/1tEfCc4qiQJkUUWtZUIR7lqiPL1bLhq27/view?usp=sharing","images/PCI/Crapabela/verbale1.png","faldone rassegna stampa, fascicolo 1",""
"Palloncino con simbolo La Tua Caravaggio","A02.8.TUA.1.A","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119519/A02.8.TUA.1.A_tr6gpu.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Logo La Tua Caravaggio","A02.8.TUA.1.B","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119518/A02.8.TUA.1.B_ajfwew.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Candidata Sindaca Cristina Ambrosini durante un comizio","A02.8.TUA.1.C","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119667/A02.8.TUA.1.C_dvfgtl.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Candidati e sostenitori della lista durante comizio della candata sindaca","A02.8.TUA.1.D","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119668/A02.8.TUA.1.D_cjhqij.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Giuseppe Lazzarini","A02.8.TUA.1.E","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119526/A02.8.TUA.1.E_m5m0nd.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Candidati e sostenitori della lista durante comizio della candata sindaca","A02.8.TUA.1.F","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119696/A02.8.TUA.1.F_jqk1lv.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Delegazione di supporto politico della Cooperativa dei Lavoratori di Caravaggio a un comizio della lista La Tua Caravaggio","A02.8.TUA.1.G","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119538/A02.8.TUA.1.G_l9x1sd.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Candidati e sostenitori della lista","A02.8.TUA.1.H","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119678/A02.8.TUA.1.H_ydgipc.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Candidati e sostenitori della lista","A02.8.TUA.1.I","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119685/A02.8.TUA.1.I_l06emn.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Candidato nella lista La Tua Caravaggio","A02.8.TUA.1.J","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119679/A02.8.TUA.1.J_bhpl8m.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Candidato nella lista La Tua Caravaggio","A02.8.TUA.1.K","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119702/A02.8.TUA.1.K_a1wgj4.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Candidata Sindaca Cristina Ambrosini durante un comizio alle Vascapine","A02.8.TUA.1.L","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119698/A02.8.TUA.1.L_yyeib1.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Candidati e sostenitori della lista","A02.8.TUA.1.M","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119712/A02.8.TUA.1.M_kuoioo.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Sostenitore della lista ","A02.8.TUA.1.N","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119828/A02.8.TUA.1.N_nexh8j.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Sostenitore della lista ","A02.8.TUA.1.O","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119725/A02.8.TUA.1.O_jzwbzs.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Sostenitore della lista ","A02.8.TUA.1.P","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119713/A02.8.TUA.1.P_uqfrsx.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Sostenitore della lista ","A02.8.TUA.1.Q","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119770/A02.8.TUA.1.Q_ir0fof.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Sostenitore della lista ","A02.8.TUA.1.R","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119698/A02.8.TUA.1.R_ojmvnr.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Assemblea pubblica della lista La Tua Caravaggio (uditorio)","A02.8.TUA.1.S","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/v1774119701/A02.8.TUA.1.S_wjza8k.jpg","faldone fotografico elezioni del 2011, fascicolo 1",""
"Assemblea pubblica della lista La Tua Caravaggio (relatori)","A02.8.TUA.1.T","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/v1774119752/A02.8.TUA.1.T_scgtp6.jpg","faldone fotografico elezioni del 2011, fascicolo 1",""
"Sostenitore della lista ","A02.8.TUA.1.U","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119836/A02.8.TUA.1.U_cspdyf.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Candidati e sostenitori della lista","A02.8.TUA.1.V","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119738/A02.8.TUA.1.V_avvtfd.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Candidato nella lista La Tua Caravaggio","A02.8.TUA.1.W","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119716/A02.8.TUA.1.W_gectcl.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Candidati e sostenitori della lista","A02.8.TUA.1.X","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119726/A02.8.TUA.1.X_hbwmxp.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Candidati e sostenitori della lista","A02.8.TUA.1.Y","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119741/A02.8.TUA.1.Y_mfl2vf.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Candidati e sostenitori della lista","A02.8.TUA.1.Z","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119764/A02.8.TUA.1.Z_l5sbhw.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Candidati e sostenitori della lista","A02.8.TUA.1.ZA","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119758/A02.8.TUA.1.ZA_zrqfur.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Candidata Sindaca Cristina Ambrosini durante un gazebo","A02.8.TUA.1.ZB","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119732/A02.8.TUA.1.ZB_pozob8.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Candidata Sindaca Cristina Ambrosini durante un gazebo","A02.8.TUA.1.ZC","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/v1774119601/A02.8.TUA.1.ZC_zll9cy.jpg","faldone fotografico elezioni del 2011, fascicolo 1",""
"Candidati e sostenitori della lista","A02.8.TUA.1.ZD","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119764/A02.8.TUA.1.ZD_agkcij.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Candidati e sostenitori della lista","A02.8.TUA.1.ZE","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119767/A02.8.TUA.1.ZE_i9essf.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Candidati e sostenitori della lista","A02.8.TUA.1.ZF","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119787/A02.8.TUA.1.ZF_b5t4ro.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Candidati e sostenitori della lista","A02.8.TUA.1.ZG","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119586/A02.8.TUA.1.ZG_maeamy.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Candidati e sostenitori della lista","A02.8.TUA.1.ZH","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119533/A02.8.TUA.1.ZH_ifxu9h.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Candidati in La Tua Caravaggio","A02.8.TUA.1.ZI","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/v1774119781/A02.8.TUA.1.ZI_gvt1dd.jpg","faldone fotografico elezioni del 2011, fascicolo 1",""
"Assemblea pubblica della lista La Tua Caravaggio (relatori)","A02.8.TUA.1.ZJ","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119538/A02.8.TUA.1.ZJ_mpwlrb.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Assemblea pubblica della lista La Tua Caravaggio (relatori)","A02.8.TUA.1.ZK","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/v1774119803/A02.8.TUA.1.ZK_fqsjeo.jpg","faldone fotografico elezioni del 2011, fascicolo 1",""
"Assemblea pubblica della lista La Tua Caravaggio (uditorio)","A02.8.TUA.1.ZL","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119538/A02.8.TUA.1.ZL_xyhwb2.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Assemblea pubblica della lista La Tua Caravaggio (uditorio)","A02.8.TUA.1.ZM","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119544/A02.8.TUA.1.ZM_fnln8f.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Assemblea pubblica della lista La Tua Caravaggio (relatori)","A02.8.TUA.1.ZN","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119809/A02.8.TUA.1.ZN_c3fhje.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Assemblea pubblica della lista La Tua Caravaggio (relatori)","A02.8.TUA.1.ZO","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119801/A02.8.TUA.1.ZO_hmocvw.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Momento comunitario organizzato nella campagna elettorale","A02.8.TUA.1.ZP","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119791/A02.8.TUA.1.ZP_oj3rnr.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Momento comunitario organizzato nella campagna elettorale","A02.8.TUA.1.ZQ","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119813/A02.8.TUA.1.ZQ_hqilcv.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Candidata Sindaca Cristina Ambrosini durante un evento","A02.8.TUA.1.ZR","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119582/A02.8.TUA.1.ZR_kn4b88.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Delegazione di supporto politico della Cooperativa dei Lavoratori di Caravaggio a un comizio della lista La Tua Caravaggio","A02.8.TUA.1.ZS","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119550/A02.8.TUA.1.ZS_whnsqe.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Momento comunitario organizzato nella campagna elettorale","A02.8.TUA.1.ZT","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119792/A02.8.TUA.1.ZT_anl7f3.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Momento comunitario organizzato nella campagna elettorale","A02.8.TUA.1.ZU","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119567/A02.8.TUA.1.ZU_tyrztt.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Momento comunitario organizzato nella campagna elettorale","A02.8.TUA.1.ZV","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119815/A02.8.TUA.1.ZV_j8ficj.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Momento comunitario organizzato nella campagna elettorale","A02.8.TUA.1.ZW","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119562/A02.8.TUA.1.ZW_swaqf3.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Momento comunitario organizzato nella campagna elettorale","A02.8.TUA.1.ZX","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119563/A02.8.TUA.1.ZX_gmhebl.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Momento comunitario organizzato nella campagna elettorale","A02.8.TUA.1.ZY","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119574/A02.8.TUA.1.ZY_jzjtyz.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Momento comunitario organizzato nella campagna elettorale","A02.8.TUA.1.ZZ","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119573/A02.8.TUA.1.ZZ_i3jlei.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Momento comunitario organizzato nella campagna elettorale","A02.8.TUA.1.ZZA","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119601/A02.8.TUA.1.ZZA_tlgdia.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Momento comunitario organizzato nella campagna elettorale","A02.8.TUA.1.ZZB","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119815/A02.8.TUA.1.ZZB_zvij7x.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Momento comunitario organizzato nella campagna elettorale","A02.8.TUA.1.ZZC","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119586/A02.8.TUA.1.ZZC_fawsrx.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Momento comunitario organizzato nella campagna elettorale","A02.8.TUA.1.ZZD","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119815/A02.8.TUA.1.ZZB_zvij7x.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Candidati e sostenitori della lista","A02.8.TUA.1.ZZE","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119585/A02.8.TUA.1.ZZE_pawe91.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Candidata Sindaca Cristina Ambrosini durante un gazebo","A02.8.TUA.1.ZZF","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/v1774119593/A02.8.TUA.1.ZZF_qmquno.jpg","faldone fotografico elezioni del 2011, fascicolo 1",""
"Gazebo di campagna elettorale","A02.8.TUA.1.ZZG","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119604/A02.8.TUA.1.ZZG_dctatz.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Gazebo di campagna elettorale","A02.8.TUA.1.ZZH","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119597/A02.8.TUA.1.ZZH_dkwsyf.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Gazebo di campagna elettorale","A02.8.TUA.1.ZZI","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119596/A02.8.TUA.1.ZZI_efetv7.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Gazebo di campagna elettorale","A02.8.TUA.1.ZZJ","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119615/A02.8.TUA.1.ZZJ_xqnlru.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
"Gazebo di campagna elettorale","A02.8.TUA.1.ZZK","Fotografia","","Sconosciuto","","","2011","Caravaggio","","","Democratici","Democratici","","https://res.cloudinary.com/dlygg64d1/image/upload/e_pixelate_faces:50/v1774119604/A02.8.TUA.1.ZZK_llxgek.jpg","faldone fotografico elezioni del 2011, fascicolo 1","Volti nascosti per motivi di privacy. La foto è disponibile integralmente su richiesta presso l'Archivio"
